浦东,陆家嘴,天科苑,内环内,1060,67923,3室2厅1厨2卫,156.06㎡,中楼层 (共24层),平层,南,两梯三户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100884578.html
浦东,陆家嘴,东南新村(浦东),内环内,349,64131,2室1厅1厨1卫,54.42㎡,低楼层 (共6层),平层,南,一梯四户,简装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101304380.html
浦东,陆家嘴,四季汇,内环内,6000,185782,3室2厅1厨3卫,322.96㎡,高楼层 (共55层),暂无数据,西南,一梯七户,精装,50年,未知结构,暂无数据,,https://sh.lianjia.com/ershoufang/107100497224.html
浦东,陆家嘴,世茂滨江花园,内环内,1400,103413,2室2厅1厨2卫,135.38㎡,低楼层 (共43层),平层,西南,三梯三户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101254639.html
浦东,陆家嘴,汤臣商务中心,内环内,320,65709,1室1厅1厨1卫,48.7㎡,中楼层 (共25层),暂无数据,西南,四梯二十六户,精装,50年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100807435.html
浦东,陆家嘴,仁恒滨江园,内环内,1345,113436,2室2厅1厨2卫,118.57㎡,中楼层 (共31层),暂无数据,西南,两梯三户,精装,未知,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101140894.html
浦东,陆家嘴,世茂滨江花园,内环内,2050,86451,3室2厅1厨3卫,237.13㎡,中楼层 (共63层),平层,西,三梯两户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101355891.html
浦东,陆家嘴,东南新村(浦东),内环内,327,65782,2室0厅1厨1卫,49.71㎡,中楼层 (共5层),平层,南,一梯四户,简装,70年,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101051482.html
浦东,陆家嘴,东昌新村,内环内,518,92500,2室1厅1厨1卫,56㎡,中楼层 (共6层),平层,南,一梯四户,精装,70年,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101431741.html
浦东,陆家嘴,江临天下,内环内,1580,80580,4室2厅1厨2卫,196.08㎡,低楼层 (共35层),平层,西北,六梯六户,精装,未知,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100371396.html
浦东,陆家嘴,中粮海景壹号,内环内,6800,174462,5室2厅1厨5卫,389.77㎡,低楼层 (共39层),暂无数据,西南,两梯一户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101233227.html
浦东,陆家嘴,东南新村(浦东),内环内,260,64613,1室1厅1厨1卫,40.24㎡,高楼层 (共6层),平层,南 北,一梯四户,简装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101017137.html
浦东,陆家嘴,崂山四村,内环内,240,67740,2室1厅1厨1卫,35.43㎡,中楼层 (共5层),暂无数据,南,一梯七户,精装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107100517433.html
浦东,陆家嘴,东园三村,内环内,507,89990,2室1厅1厨1卫,56.34㎡,高楼层 (共6层),平层,南,一梯三户,精装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101269543.html
浦东,陆家嘴,财富海景花园,内环内,1850,110845,2室2厅1厨2卫,166.9㎡,高楼层 (共30层),暂无数据,东,三梯四户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107002207817.html
浦东,陆家嘴,东南新村(浦东),内环内,320,63242,2室0厅1厨1卫,50.6㎡,低楼层 (共5层),暂无数据,南,一梯四户,精装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101278682.html
浦东,陆家嘴,久阳滨江公寓,内环内,450,64795,1室1厅1厨1卫,69.45㎡,中楼层 (共25层),暂无数据,南,四梯二十二户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100734161.html
浦东,陆家嘴,世茂滨江花园,内环内,880,94543,1室1厅1厨1卫,93.08㎡,低楼层 (共41层),平层,西 北,三梯四户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100594687.html
浦东,陆家嘴,滨江大楼,内环内,430,60769,2室1厅1厨1卫,70.76㎡,中楼层 (共24层),平层,南,两梯八户,精装,未知,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101475058.html
浦东,陆家嘴,东园一村,内环内,510,76796,2室1厅1厨1卫,66.41㎡,中楼层 (共24层),平层,东南,两梯八户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101392619.html
浦东,陆家嘴,滨江大楼,内环内,285,67297,2室1厅1厨1卫,42.35㎡,中楼层 (共6层),平层,南,一梯两户,简装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101338369.html
浦东,陆家嘴,汤臣商务中心,内环内,285,61756,1室1厅1厨1卫,46.15㎡,中楼层 (共25层),平层,南,四梯十六户,简装,50年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100687414.html
浦东,陆家嘴,东明广场,内环内,1200,75415,4室2厅1厨1卫,159.12㎡,低楼层 (共26层),暂无数据,南,两梯四户,简装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101175127.html
浦东,陆家嘴,世茂滨江花园,内环内,1450,92534,2室2厅1厨2卫,156.7㎡,中楼层 (共53层),平层,东,三梯四户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107002164565.html
浦东,陆家嘴,仁恒滨江园,内环内,2700,104782,4室2厅1厨3卫,257.68㎡,中楼层 (共31层),暂无数据,南,三梯三户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100492285.html
浦东,陆家嘴,滨江凯旋门,内环内,6000,211320,4室2厅1厨4卫,283.93㎡,高楼层 (共21层),暂无数据,西南,两梯两户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101322022.html
浦东,陆家嘴,仁恒滨江园,内环内,3300,100856,5室2厅1厨3卫,327.2㎡,低楼层 (共32层),平层,南,三梯三户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107000146489.html
浦东,陆家嘴,汤臣一品,内环内,1.9,314692,5室2厅0厨4卫,597.41㎡,中楼层 (共45层),暂无数据,南,三梯一户,精装,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107101404800.html
浦东,陆家嘴,众鑫大厦,内环内,600,50822,2室2厅1厨1卫,118.06㎡,高楼层 (共26层),暂无数据,西,四梯七户,精装,未知,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100441832.html
浦东,陆家嘴,谢家宅小区,内环内,575,66421,2室1厅1厨1卫,86.57㎡,中楼层 (共6层),平层,南,一梯两户,简装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101410769.html
浦东,陆家嘴,张杨路370弄,内环内,265,87086,1室1厅1厨1卫,30.43㎡,中楼层 (共5层),平层,南,一梯四户,精装,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101088579.html
