浦东,航头,鹤沙航城东茗苑,外环外,338,31201,3室1厅1厨2卫,108.33㎡,低楼层 (共18层),暂无数据,南,两梯三户,毛坯,70年,钢混结构,有,,https://sh.lianjia.com/ershoufang/107000972973.html
浦东,航头,汇贤雅苑,外环外,235,32868,2室1厅1厨1卫,71.5㎡,中楼层 (共18层),平层,南,一梯四户,其他,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107100320217.html
浦东,航头,昱丽家园,外环外,280,37304,2室1厅1厨1卫,75.06㎡,高楼层 (共18层),平层,南 北,一梯四户,精装,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101436903.html
浦东,航头,鹤沙航城昱星家园,外环外,225,33423,2室1厅1厨1卫,67.32㎡,中楼层 (共18层),暂无数据,南,一梯四户,毛坯,未知,未知结构,暂无数据,,https://sh.lianjia.com/ershoufang/107100257771.html
浦东,航头,鹤沙航城昱星家园,外环外,210,30997,2室1厅1厨1卫,67.75㎡,低楼层 (共18层),暂无数据,南,一梯四户,其他,未知,未知结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101489531.html
浦东,航头,航欣苑,外环外,658,27922,7室3厅1厨3卫,235.66㎡,高楼层 (共18层),暂无数据,南,一梯两户,毛坯,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107001170561.html
浦东,航头,长泰东郊御园(别墅),外环外,1080,57240,4室3厅1厨2卫,188.68㎡,低楼层 (共3层),,南,,精装,未知,钢混结构,,暂无数据,https://sh.lianjia.com/ershoufang/107000096003.html
浦东,航头,金地褐石公馆,外环外,380,42697,3室1厅1厨1卫,89㎡,中楼层 (共8层),平层,南,一梯两户,精装,70年,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107100263165.html
浦东,航头,两河流域,外环外,910,41179,6室3厅1厨3卫,220.99㎡,低楼层 (共3层),,南 北,,精装,未知,钢混结构,,暂无数据,https://sh.lianjia.com/ershoufang/107100750456.html
浦东,航头,航欣苑,外环外,480,38373,3室2厅1厨2卫,125.09㎡,高楼层 (共6层),暂无数据,南,一梯两户,简装,未知,钢混结构,无,,https://sh.lianjia.com/ershoufang/107100446774.html
浦东,航头,长泰东郊御园(公寓),外环外,310,36047,2室2厅1厨1卫,86㎡,高楼层 (共18层),平层,南,一梯两户,精装,70年,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101298998.html
浦东,航头,航欣苑,外环外,630,32288,5室2厅1厨2卫,195.12㎡,高楼层 (共18层),复式,南,一梯三户,其他,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101385924.html
浦东,航头,海洲桃花园,外环外,388,44071,3室2厅1厨1卫,88.04㎡,高楼层 (共6层),复式,南 北,一梯两户,精装,未知,钢混结构,无,,https://sh.lianjia.com/ershoufang/107101280845.html
浦东,航头,昱丽家园,外环外,210,36797,1室1厅1厨1卫,57.07㎡,高楼层 (共14层),平层,南,一梯四户,其他,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101133510.html
浦东,航头,鹤沙航城航武嘉园,外环外,320,32065,2室2厅1厨1卫,99.8㎡,低楼层 (共14层),平层,南,一梯两户,精装,70年,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101496377.html
浦东,航头,航欣苑,外环外,458,36614,3室2厅1厨1卫,125.09㎡,低楼层 (共6层),暂无数据,南,一梯两户,其他,未知,钢混结构,无,,https://sh.lianjia.com/ershoufang/107101155373.html
浦东,航头,海洲桃花园,外环外,340,30631,3室2厅1厨1卫,111㎡,低楼层 (共11层),暂无数据,南 北,一梯四户,其他,未知,钢混结构,有,,https://sh.lianjia.com/ershoufang/107100259277.html
浦东,航头,沙北新村99-100号,外环外,285,29803,3室2厅2厨2卫,95.63㎡,高楼层 (共6层),平层,南,一梯两户,精装,70年,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101189134.html
浦东,航头,金地艺华年(别墅),外环外,810,38756,4室3厅2厨2卫,209㎡,低楼层 (共4层),,南,,精装,70年,钢混结构,,暂无数据,https://sh.lianjia.com/ershoufang/107100307221.html
浦东,航头,鹤沙航城东茗苑,外环外,200,32279,1室1厅1厨1卫,61.96㎡,中楼层 (共18层),平层,南,一梯四户,毛坯,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101278660.html
浦东,航头,鹤沙航城航武嘉园,外环外,231,28621,2室1厅1厨1卫,80.71㎡,中楼层 (共14层),平层,南,一梯两户,毛坯,未知,钢混结构,暂无数据,,https://sh.lianjia.com/ershoufang/107101220175.html
浦东,航头,鹤沙航城东茗苑,外环外,250,32878,2室2厅1厨1卫,76.04㎡,低楼层 (共6层),平层,南 北,一梯两户,其他,未知,砖混结构,无,,https://sh.lianjia.com/ershoufang/107101059504.html
